fichier;annee;nombre;unite;contexte
6_cri_1978-1979-ordinaire1_025.txt;1978;12600;personnes;, 1 444 Turcs, 1 205 Algériens. La cadence moyenne de dépôt. des dossiers permet de penser que d 'ici à la fin de l'année 1978, environ 0 500 dossiers supplémentaires devraient être . agréés, concernant avec les membres de famille, approximativement 12600 personnes. 11 est possible d 'envisager, par ailleurs, qu 'en 1979, 14 000 travailleurs étrangers pourraient bénéficier (IL' l'aide au retour (soit, avec !es familles, 27 000 personnes). Hygiène et sécurité du travail (Paris : chantier de RER).
5_cri_1974-1975-ordinaire1_046.txt;1974;10000;personnes;urent dans mon rapport permettront de mieux juger la situation de l'emploi dont a traité excellemment mon collègue, M. Piot, et sur laquelle je ne reviendrai que pour dire que la commission de la production s'est étonnée de consta- ter que seulement 10 000 personnes originaires des départe- ments d'outre-mer soient accueillies chaque année en métropole alors qu'en 1973 nous avons reçu 153 419 étrangers et que, pour le premier semestre de 1974, leur nombre atteint déjà 42 351. La commission de la
5_cri_1975-1976-ordinaire1_058.txt;1975;10000;Antillais;e savoir comment vous vous souciez des problèmes réels de l'économie des Antilles ! Vous avez ensuite formulé deux critiques à l'encontre du plan de développement de la Guyane. En premier lieu, vous affirmez que jamais la Guyane ne pourra accueillir 10 000 Antillais ou Français de métropole . C'est vrai- ment là faire du racisme à rebours ! Je ne vois pas pourquoi la Guyane, qui jusqu'à maintenant a pourtant accueilli avec joie des Antillais ou des métropolitains, ne le pourrait plus tout à coup
6_cri_1979-1980-ordinaire1_044.txt;1979;10000;personnes;ugmentation de 1,5 million de francs . Cette progression sera- t-elle suffisante pour faire face aux tâches sans cesse accrues de cet organisme ? Si le nombre des migrations contrôlées par le Bumidom reste stabilisé depuis plusieurs années autour de 10 000 personnes, dont 5000 pour la seule île de 'a Réunion, il ne faut pas oublier que le nombre des migrations spontanées augmente constam- ment. Etant donné les conditions actuelles du marché de l'emploi en métropole, l'action du Bumidom doit être
4_cri_1971-1972-ordinaire1_024.txt;1971;9700;personnes;satisfaisant. La migration toucherait, au total, en 1972, Le VI' Plan est marqué par la volonté de dépasser ce constat si les propositions que nous vous présentons sont acceptées, Devant exercer avant tout - e une action plus directe sur les environ 9.700 personnes. secteurs productifs a, selon le texte même que vous avez Par ailleurs, un crédit à peu près équivalent de 2.437.000 approuvé, il a proposé les objectifs suivants que vous avez francs est prévu pour la création de 83 postes supplément
6_qst_6-qst-1980-08-25.txt;1980;9600;habitants;"bution moyenne de la France entière) : utilisation des mêmes bases qu 'en métropole: 462 francs/habitant — 377,29 francs/habitant x 476 675 habitants = 40 379 000 francs ; accroissement de population entre 1974 et 1975 (source I . N. S . E . E . : + 9 600 habitants) 462 francs X 9 600 habi- tants = 4 350 000 francs ; majoration de 10 p . 100 pour tenir compte des coûts spécifiques de la Réunion : 462 francs X 486275 habitants X 10 p- 100 = 22 465 005 francs . Le total du manque à gagner en 1979"
2_qst_2-qst-1964-09-12.txt;1964;9501;habitants;. 10404. — M. Derancy demande à M. le ministre de l'éducation nationale si une ville qui est inscrite au plan d'équipement sportif pour la construction, en 1965, d 'une salle de sport du type A peut, compte tenu, d'une part, que sa population est de 9.501 habitants bt que celle-ci est en voie d 'extension, d'autre part, qu'elle a un collège d'enseignement général fréquenté par environ 600 élèves des deux sexes et que cet établissement n 'est doté d'aucune installation spor- tive, obtenir du mini
4_cri_1970-1971-ordinaire1_023.txt;1970;9500;personnes;permettra notamment d'augmenter sensiblement le volume des travaux effectués par le service militaire adapté au profit des collec- tivités locales. Les mesures nouvelles concernent aussi les migrations qui, avec 1 .300.000 francs, pourront atteindre 9.500 personnes, et les subventions aux collectivités locales, avec un complément de 820.000 francs. Dans les dépenses en capital, les autorisations de programme progressent de 10 millions de francs, soit 6,8 p . 100 par rapport à 1970. Elles sont es
4_cri_1970-1971-ordinaire1_023.txt;1970;9000;Antillais;t le développement de l'enseignement, notam- ment d'un enseignement supérieur court, donnant accès le plus rapidement possible à des postes d'encadrement. La seconde réside dans la politique de migration entreprise depuis 1962. Actuellement, environ 9.000 Antillais, Réunionais ou Guyanais chaque année viennent s'installer en métropole grâce à l'action du bureau des migrations des départements d'outre-mer — le Bumidom — et aux organismes de forma- tion professionnelle qui ont été mis en place. Ma
4_qst_4-qst-1971-07-10.txt;1971;8890;personnes;es résultats des contrôles ainsi effectués ont été indiqués par le ministre de l 'intérieur, le 11 juin dernier, en réponse à la question d 'actualité posée sur le même sujet par M. Pierre Bas. C'est ainsi qu'en 1970, et pour le seul quartier Latin, 8.890 personnes ont été conduites au poste de police et 1.703 d 'entre elles mises à la disposition de la police judiciaire. Pour les cinq premiers mois de l 'année 1971, et toujours dans le mème quartier, 6 .513 personnes ont été contrôlées, dont 1
4_cri_1971-1972-ordinaire1_067.txt;1971;8600;personnes;vivent. Dans le même temps, comme vous le savez aussi, un effort particulièrement important a été entrepris pour développer la création d'emplois. Je prends le même exemple que vous : l'implantation à Douai d'une usine de la Régie Renault employant 8.600 personnes constitue un acte de volonté d'une très grande importance, ainsi que vous l'avez d'ailleurs reconnu . En effet, il a fallu de la volonté pour amener dans cet ensemble et dans les différentes localisations l'industrie automobile qui n'
2_cri_1964-1965-ordinaire1_021.txt;1964;8000;migrants;et égard, des résultats très intéressants ont été obtenus puisque, selon les chiffres qu 'il nous a communiqués, il y a eu 1 .000 migrants en 1962, 2.000 en 1963, 4.000 en 1964, et que des dispositions sont prises pour, en 1965, accueillir en France 8.000 migrants. Nous entendons, du reste, observer le principe qui s'impose en matière de migration, à savoir tenir compte de la promotion sociale de l'individu et du regroupement familial. Nous avons également insisté à propos du mécanisme financier
4_cri_1971-1972-ordinaire1_024.txt;1971;8000;migrants;tuer notre poli- tique de migrations concernent surtout la Réunion, où elle s Monsieur le président, a été jusqu'à présent moins efficiente qu'aux Antilles, afin « J'ai l'honneur de vous faire connaître qu'en application de de parvenir au chiffre de 8.000 migrants par an. l'article 45 de la Constitution, le Gouvernement déclare l'urgence Quant à l'accroissement des effectifs de la police, il est au du projet de loi portant amélioration des retraites du régime moins autant justifié qu'en métropol
4_cri_1971-1972-ordinaire1_024.txt;1971;8000;Réunionnais;r poser plus de problèmes qu'elle n'en nos compatriotes vivant dans ces départements. résout. Rapportée en francs constants, la croissance du budget n'a été que de 11 p. 100 entre 1966, première année d'exécution du Certains projets visent à envoyer 8.000 Réunionnais par an, V'• Plan, et 1971, première année du VI' Plan. Il importait donc à partir de 1972, en métropole ou en Nouvelle-Calédonie. Ces d'accélérer ce rythme, d'autant que le succès de nos projets projets méritent d'être étudiés avec
4_cri_1971-1972-ordinaire1_024.txt;1971;8000;migrants;fois depuis trois ans, une revalo- en métropole, j'ai tiré la sonnette d'alarme dès que cette poli- risation de celle-ci qui est gérée, en toute liberté, par les tique prit un caractère systématique. Aujourd'hui, nous en conseils généraux. sommes à 8.000 migrants par an mais, selon les objectifs du Enfin, la répartition définitive des crédits de la section cen- Plan, nous devrions atteindre le chiffre de 15.000 en 1975. trale sera arrêtée par le comité directeur du F. I. D. O. M. Mais En parfai
7_cri_1984-1985-ordinaire1_080.txt;1984;8000;personnes;tion a régressé de cinquante-deux millions de tonnes à quinze d'autres fonderies, à Fos ou à Dunkerque, ce n'est pas l'utilisa- millions de tonnes alors que les effectifs ont été réduits de lion du minerai lorrain, c'est le prix du coke ccnsomtue en 8000 personnes à 2683. Lorraine. En effet, le plan Unimétal montre que le coût d'ulili pur fait de l'évolution de la conjoncture, plusieurs mines ont cation du minerai lorrain utilisé en Lorraine est inférieur au coût des minerais importés utilisés à
8_cri_1986-1987-ordinaire1_086.txt;1986;8000;travailleurs;fis- cale dont la liste est 'connue. A elles seules, les Garalbes recensent près de soixante' zones franches, dont la plus célèbre, Colon, située juste à l'embouchure du canal de Panama, remonte à 1948 . C'est la deuxième zone franche du monde, avec 8 000 travailleurs à temps plein, 5 000 travail- leurs temporaires, un bassin de 20 000 emplois concernés, plus de 4 milliards .de chiffre d'affaires, un salaire horaire de 0,8 dollar pour quarante-huit heures de travail par semaine. Tout se fabrique
2_cri_1966-1967-ordinaire1_021.txt;1966;7000;personnes;de créer, enfin, des centres de formation professionnelle . tions intéressant les départements d'outre-mer, autrement dit le BUMIDOM qui, en 1965, a facilité l'installation en métropole La réalisation effective de la parité globale se poursuivra de 7.000 personnes. en 1967. C'est ainsi qu'à partir du janvier prochain, les Est-il besoin de préciser allocations familiales seront majorées pour les enfants âgés de que la migration ne s'adresse qu'à des volontaires et que les plus de dix ans . candi
5_cri_1975-1976-ordinaire2_035.txt;1975;7000;personnes;problèmes propres d'intégration et des revendications communes a tous les rapatriés d'Afrique du Nord. Mais il existe une petite minorité, sur laquelle vous avez appelé notre attention, qui vit dans un milieu relativement fermé. Elle ne dépasse pas 7 000 personnes . Cette population marginale relève du ministère du travail et pose — nous l'admettons — des problèmes très délicats pour son intégration. On la trouve actuellement dans trente hameaux de forestage• et, pour moins de 1 000 personnes,
6_cri_1978-1979-ordinaire1_106.txt;1978;7000;habitants;es . On rappellera que les communes peuvent souscrire un prêt forfaitaire annuel en vue de la réalisation de travaux de voirie non subven- tionnés : ce 'prêt est actuellement de 50 000 francs et de 7 francs par habitant pour les communes de plus de. 7000 habitants. Pour l'avenir, à commencer par l 'année 1979, le ministère de l 'intérieur veillera, pour sa part, attentivement à ce que les possibilités d 'intervention des caisses publiques de crédit et assimilées demeurent larges. Quant au rembou
5_qst_5-qst-1975-07-19.txt;1975;6335;habitants;titre d'exemple pour la Loire-Atlantique sont loin de refléter cette nécessité puisqu'en 1970 le nombre de travail- leuses familiales était de 174, soit 1 pour 4950 habitants, alors qu 'en 1974 ce nombre n 'est plus que de 136, c 'est-à-dire 1 pour 6335 habitants. La reconnaissance officielle de l 'importance du rôle social, éducatif et préventif de la travailleuse familiale n'a pas, par ailleurs, été suivie de mesures concrètes pour assurer le financement de l 'aide à la famille. Celui-ci est
5_cri_1975-1976-ordinaire1_058.txt;1975;6000;travailleurs;s mesures prévues ne répondent ni aux exigences sociales, ni aux exigences politiques, ni aux exigences économiques. Le conseil régional de la Réunion a unanimement estimé que 8 000 venues en métropole seraient nécessaires, ce chiffre repré- sentant 6 000 travailleurs et 2 000 regroupements familiaux . Or les crédits prévus ne permettront que 5 000 mouvements environ. Ils sont donc très insuffisants et s'ils ne sont pas très rapidement augmentés on peut craindre que bien des efforts n'aboutissen
5_cri_1977-1978-ordinaire1_035.txt;1977;6000;habitants;ire d'Etat, l'occasion de nous rassurer en faisant le point sur les projets en cours. Le problème posé par Saint-Pierre-et-Miquelon est différent puisqu'il s'agit de l'intégration au régime administratif et social de la métropole d'une population de 6000 habitants, installée dans une île éloignée, et nécessairement tributaire de l'attraction économique de ses puissants voisins immédiats. Depuis que notre commission a adopté ce rapport, en recoin- mandant que cette adaptation se fasse avec précau
5_cri_1977-1978-ordinaire1_048.txt;1977;6000;habitants;maires. Ainsi, cette année, les communes d'Abymes, de Petit-Canal, et de Port-Lou's, à la Guadeloupe, pour ne citer que ces trois-là, n'ont rien reçu . En revanche, le préfet a mis 30000 francs à la disposition du maire de Saint-François, commune de 6 000 habitants, et 5 000 francs à celle du maire de Saint-Anne, qui compte plus de 13 000 habitants. Ainsi, plus il y a de chô- meurs, moins on reçoit de fonds pour les faire travailler. Il est clair que la répartition des fonds de chômage a lieu de
6_cri_1979-1980-ordinaire1_113.txt;1979;6000;personnes;se, très vive. Je suis heureux de le rappeler, car il est bon que de temps en temps le pays sache que l'industrie française est capable de performances remarquables. Le Valenciennois représente 20 p. 100 de l'industrie ferro- viaire française : soit 6 000 personnes dans trois entreprises dont l'une, la société Franco-Belge, traverse effectivement une période difficile . Spécialisée dans '-a fabrication de matériels de transport de marchandises, c'est-à-dire de wagons, et de matériels de transpor
6_qst_6-qst-1980-08-25.txt;1980;6000;personnes;août 1980. — M. Georges Marchais attire l 'attention de Mme le ministre délégué auprès du Premier ministre, chargé de la famille et de la condition féminine sur la situation réservée aux employées de la caisse des dépôts à Arcueil (94), qui emploie 6 000 personnes en France, 924 à Arcueil, dont 724 femmes. Les inégalités sont particulièrement manifestes dans l 'accès aux respon- sabilités et dans le bas niveau des salaires : 75 p. 100 des agents de bureau sont des femmes, les salaires vont de 2
6_qst_6-qst-1980-08-25.txt;1980;6000;personnes;nanciers (caisse des dépôts et consignations : Val-de-Marne). 34895. — 25 août 1980. — M. Georges Marchais attire l'attention de M. le ministre de l'économie sur la situation réservée aux employées de la caisse des dépôts a Arcueil (941, qui emploie 6000 personnes en France, 924 à Arcueil, dont 724 femmes . Les inégalités sont particulièrement manifestes dans l'accès aux respon- sabilités et dans le bas niveau des salaires : 75 p. 100 des agents de bureau sont des femmes, les salaires vont de 2
7_cri_1982-1983-ordinaire1_057.txt;1982;6000;habitants;e-mer progresse légèrement — environ 11,5 milliards de francs répartis —=—'les prévisions pour Mayotte sont les seules en baisse et s'établissent à moins de 95 millions de francs, et ce pour 55 000 Mahorais. A titre de comparaison, j'indique que les 6 000 habitants de Saint-Picrre- et-Miquelon reçoivent 62 p. 100 de plus et les 60 000 Guyanais neuf fois plus — ce qui ne signifie nullement, je l'indique à M. Pen, que je trouve leurs crédits excessifs. M. Albert Pen. J'espère. (Sourires.) M. Jean-
6_cri_1978-1979-ordinaire1_058.txt;1978;5900;habitants;térieur sur les indemnités pour heures supplémentaires des secrétaires de mairie . Non revalorisées depuis le I •-'' ,janvier 1976, elles s 'él èvent annuellement et forfaitairement à 1 742 francs pour un secrétaire de mairie d'une commune de 2000 à 5900 habitants dont l 'indice brut est supérieur à 390. Il en résulte pour un secrétaire de mairie qui consacre 20 heures supplé- mentaires par mois en réunions de travail, commissions, conseils, etc. une rémunération horaire de 7.02 f rancs. Ces age
6_cri_1979-1980-ordinaire1_045.txt;1979;5800;habitants;rre-et-Miquelon, vous reconnaissez, monsieur le secré- taire d'Etat, que le siatut départemental n'est pas parfaitement adapté, ce qui est exact . Mais vous projetez de pousser l'assimi- lation jusqu'à envisager le découpage de cette collectivité de 5 800 habitants en quatorze cantons ! ' Vous y étendez, d'emblée, le S. M. I. C. au niveau métropolitain, alors que, depuis de longues années, les Antilles, la Guyane et la Réunion font l'objet d'un rattrapage parcimonieux, qui laisse subsister une d
6_qst_6-qst-1980-08-25.txt;1980;5037;personnes;environ 25 000 salariés dont 5000 fenimes, employés par 280 entre- prises. D'importantes inégalités sont à relever dans deux des plus grosses : «Aéroport de Paris» et «'Air France Nord a «Air France Sud». I. — L 'entreprise Aéroport de Paris emploie 5 037 personnes. '2846, dont 834 femmes travaillent à Orly. Une double inégalité touche le personnel féminin : plus on monte dans l'échelle des qualifications, plus le pourcentage de femmes est faible, et à tous les niveaux leurs salaires sont inféri
6_qst_6-qst-1980-08-25.txt;1980;5037;personnes;ompte environ 25000 salariés, dont 5000 femmes, employés par 280 entreprises. D'importantes inégalités sont à rele- ver dans deux des plus grosses : Aéroport de Paris et Air France. Nord et Air France-Sud. I. — L'entreprise Aéroport de Paris emploie 5037 personnes et 2846, dont 834 femmes, travaillent à Orly. Une double inégalité touche le personnel féminin : plus on monte dans l'échelle des qualifications, plus le pourcentage de femmes est faible et à tous les niveaux leurs salaires sont inféri
2_qst_2-qst-1964-09-12.txt;1964;5000;habitants;"mbre 1964 . — Mme Pieux fait remarquer à M. le ministre de l'intérieur que, contrairement aux termes de sa réponse du 10 juin 1964 à la question n° 8586 du 21 avril 1964, l 'arrêté du 28 mai 1964 accorde aux secrétaires de mairie des communes de 2 à 5.000 habitants un classement indiciaire dont l'échelon ter- minal est inférieur à eelui des rédacteurs principaux ; il faut que les secrétaires atteignent j'échelon exceptionnel pour avoir un trai- tement semblable. D'autre part, en ée qui concerne"
3_cri_1967-1968-ordinaire1_037.txt;1967;5000;habitants;"ves des classes de sixième et cinquième reçoivent leurs livres gratuitement ; il n'en est pas de méme en Guadeloupe. Mon autre exemple concerne le ministère des affaires sociales. En Guadeloupe, pas de dispensaires dans bien (les communes de plus de 5.000 habitants, pas un seul hôtel maternel ; un seul médecin contrôleur des lois d'aide sociale ; un équipe- ment social spécialisé insuffisant et au-dessous du minimum admissible. Ces rappels n'ont pas pour but de critiquer l'action menée jusqu'à c"
4_cri_1969-1970-ordinaire1_033.txt;1969;5000;habitants;eur et ainsi attirer le plus de touristes possible . A ce propos, vous trouverez, dans mon rapport écrit, quelques chiffres qui ne laissent pas d'être intéressants. C'est ainsi qu'à Saint-Pierre et Miquelon, pour ne citer que ce territoire d'à peine 5.000 habitants, il y a eu 4.000 touristes en 1963 et 7.000 en 1968 . Cela vous montre que l'effort déjà engagé a porté ses fruits et est rentable. Mais il y a encore plus à faire, et je ne mentionnerai que pour mémoire la construction aux îles Walli
4_cri_1971-1972-ordinaire1_024.txt;1971;5000;habitants;d e é p b i a t n d a e n i l e a r f , r n é o q u u v e e n l c le e m d e e n s t c c a r l é a é - deloupe, trois, dont une dans l'île enchanteresse de Saint-Martin mités agricoles, moduler la courbe des prix et des besoins du qui compte à peine 5.000 habitants, et la Martinique une seule, marché, dans le cadre de la politique anti-inflationniste du Gou- avec 333.000 habitants. vernement. Bien avant le vote de la loi Neuwirth, j'ai dénoncé la démo- Mais il y a une limite de compression que l
4_qst_4-qst-1969-09-27.txt;1969;5000;habitants;mise au point pour élargir le champ d'application de l 'épargne logement, et d'autre part l 'intention du Gouvernement d 'étendre le système des prêts du crédit agricole en faveur de l'amélioration de l 'habitat rural aux communes comptant moins de 5.000 habitants (au lieu de 2 .000 actuellement). 7045. — M. Madrelle attire l 'attention de M. le ministre de l'agriculture sur les importations abusives de raisins de table et de poires alors que la récolte française s'annonce importante . De telle
4_qst_4-qst-1969-09-27.txt;1969;5000;habitants;cture. Si actuellement les communes peuvent payer des mémoires jusqu'à 20.000 francs, il reste que la limite des marchés de gré à gré, fixée par l'article 310 du code des marchés publics à 30.000 F dans les communes ayant une population inférieure à 5.000 habitants, n'a .as été modifiée et qu'il sera toujours obligatoire de recourir à l 'adjudication au-dessus de 30.000 francs de travaux. Il lui demande s'il serait possible de modifier l'article 310 pour relever le plafond des marchés de gré à g
4_qst_4-qst-1971-07-10.txt;1971;5000;habitants;"ents, comme d 'ailleurs sur la carte électorale. Le respect du désir, entièrement justifié, qu'ont eu les auteurs de l 'article R. 20 du décret n"" 64-45 du 18 janvier 1964 de voir les électeurs justifier de leur identité dans les communes de plus de 5.000 habitants, serait donc mieux assuré si le livret de famille et la carte de sécurité sociale cessaient de figurer dans l 'énumération que donne l 'arrêté susvisé du 29 janvier 1964 . Il lui demande s 'il peut lui faire savoir s'il compte réserve"
4_qst_4-qst-1971-07-10.txt;1971;5000;habitants;'s appelle l 'attention de M. le ministre de la santé publique et de la sécurité sociale (action sociale et réadaptation) sur son désir que priorité soit donnée à la mise en place des services sociaux de secteur et qu 'une population n 'excédant pas 5.000 habitants soit confiée à chaque assistante sociale. Or, les organismes ne permettent pas de répondre à cette préoccupation. Le nombre de leurs asssistantes sociales étant réduit, ils les spécialisent de plus en plus . Il attire l 'attention sur
5_cri_1975-1976-ordinaire1_038.txt;1975;5000;travailleurs;s personnels ? Il s'agit pourtant là d'une revendication logique pour les ouvriers d'Etat : celle d'un même statut pour tous les personnels. En l'état actuel de la situation de l'emploi, c'est là une belle occasion de donner l'exemple en accordant à 5 000 travailleurs la sécurité de l'emploi et de la retraite. Puisque vous n'avez retenu que 1250 intégrations cette année, quelles garanties donnez-vous pour l'avenir? Malgré une déclaration récente du secrétaire d'Etat à la fonction publique qui ci
5_cri_1975-1976-ordinaire1_057.txt;1975;5000;personnes;à l'effort accompli depuis quinze ans sous l'impul- sion des élus et plus particulièrement de M . Michel Debré. mais ils trouvent encore difficilement à s'employer à leur sortie de l'école. Les migrations organisées par le Bumidom, quoique dépassant 5 000 personnes chaque année, alors é ue la croissance dt mogra- phique est de l'ordre de 7 000 à 8 000, ne suffisent pas à résoudre le problème. Fort heureusement, les efforts poursuivis en faveur du déve- loppement des activités commencent à porter
5_cri_1976-1977-ordinaire2_024.txt;1976;5000;habitants;groupe de recherches de la Société Melle-Bezons pour la région de Melle 'Deux-Sèvresll. 37669. — 4 mai 1977 . — M. Gaillard appelle l 'attention de M. le Premier ministre sur la situation catastrophique qui résulterait pour toute la ville de Melle (5000 habitants) et sa règion du fait du •déplacement du groupe de recherches (laboratoires et bureaux d'études, des usines de Melle, devenues Société Melle-Bezons, intégrée désormais au Groupe Rhône-Poulenc Industrie . En effet, la sup- pressioe à co
5_qst_5-qst-1975-07-19.txt;1975;5000;habitants;récié il n 'est pas actuellement envisagé de les modifier. Les résultats officieux du dernier recen- sement de population font apparaître qu 'aucune de ces communes de Pezenas, Lunel, Lodève et Clermont-l 'Hérault ne tombera au-des- sous du seuil de 5 000 habitants . Dès lors une demande de chan- gement t'e catégorie les concernant n 'aurait aucune chance d 'aboutir. Il est par contre précisé à l 'honorable parlementaire que la commune de Ganges, qu'il a également citée, n 'a jamais été classée
6_cri_1978-1979-ordinaire1_058.txt;1978;5000;habitants;aire, l 'un des adjoints le remplace provisoirement dans la plénitude de ses fonctions. C 'est pourquoi, afin de pallier les inconvénient ., que présentent, pour les milites communes, les dispositions en vigueur, Il est envisagé de porter de 1 000 à 5000 habitants, le seuil de population à partir duquel tir adjoint au nirb'e ne peut exercer ses fonctions et celles de sapeur- pompier. Taxis Ivépicmentatioit de l'e!.rptoitatMttl. 5142. — 5 nc,itt 1978. — M. Rodolphe Pesce rappelle à M. le ministre
8_cri_1985-1986-extraordinaire1_015.txt;1985;5000;personnes;"l est le rapport 7 M. Jean-Paul Virapoullé. Et les frontières de 1981 à 1986 ont été fermées aux ressortissant des départements d'outre- mer ! M . Michel Debré . Exact ! M. Jean-Paul Virapoullé . Voici quelques chiffres. Nous envoyions de La Réunion 5 000 personnes par an jusqu'en 1981 ; à partir de 1981, 400, puis 200, puis moins 400 le solde migratoire s'étant inversé ! Après trois années d'illéga- lité, d'anticonstitutionnalité à l 'encontre des ressortissant des départements d 'outre-mer, le"
5_qst_5-qst-1975-07-19.txt;1975;4950;habitants;ient une tra- vailleuse familiale pour 2500 habitants. Les chiffres indiqués ci-dessous à titre d'exemple pour la Loire-Atlantique sont loin de refléter cette nécessité puisqu'en 1970 le nombre de travail- leuses familiales était de 174, soit 1 pour 4950 habitants, alors qu 'en 1974 ce nombre n 'est plus que de 136, c 'est-à-dire 1 pour 6335 habitants. La reconnaissance officielle de l 'importance du rôle social, éducatif et préventif de la travailleuse familiale n'a pas, par ailleurs, été suivi
6_qst_6-qst-1980-08-25.txt;1980;4900;travailleurs;"5 francs ; 53 femmes font partie de la haute maîtrise sur un effectif de 333, l'écart de salaire est de 768 francs ; 25 femmes sont cadres sur un total de 256 cadres, l'écart de salaire est de 3265 francs. II. — Air France : Air France- Nord emploie 4900 travailleurs dont 286 femmes. Parmi elles, 52 seulement sont agents qualifiés et 3 cadres . De plus, leurs salaires dans toutes les catégories sont inférieurs à ceux des hommes : l 'écart est de 971 francs pour les cadres, 676 francs pour les ag"
6_qst_6-qst-1980-08-25.txt;1980;4795;personnes;attire l 'attention de Mme le ministre délégué auprès du Premier ministre, chargé de la famille et de la condition féminine sur la situation des travailleuses de la S. N. E . C. M. A., à Corbeil (Essonne). La S. N. E. C. M. A. (aéronautique) emploie 4795 personnes, dont 12,36 p. 100 de femmes (595) . Inégalités dans l'accès aux respon- sabilités et la promotion, inégalités de salaire, inégalités devant la formation professionnelle marquent la condition des travailleuses : sur les 595 femmes, 35
6_qst_6-qst-1980-08-25.txt;1980;4795;personnes;ne). 34878. — 25 août 1980. — M . Roger Combrisson attire l 'attention de M. le ministre du travail et de la participation sur la situation des travailleuses de la S. N. E. C . M. A., à Corbeil (Essonne). La S. N. E. C. M. A. (aéronautique) emi.,oie 4795 personnes, dont 12,36 p. 100 de femmes 1595) . Inégalités dans l 'accès aux respon- sabilités et la promotion, inégalités de salaire, inégalités devant la formation professionnelle marquent la condition des travailleuses: sur les 595 femmes, 354
4_cri_1972-1973-ordinaire1_045.txt;1972;4700;personnes;ormule originale qui a fait ses preuves pour les travaux d'équipement et la réparation des dommages causés par les cyclones. L'augmentation des crédits consacrés aux migrati-ans concerne les migrants réunionnais dont le nombre devrait être d'environ 4.700 personnes en\1973. Je précise, d'autre part, qu'il a été décidé de ne pas depasser le chiffre annuel de 2 .500 migrants pour chacun des départements antillais. Enfin, deux mesures nouvelles d'une importance financière très limitée doivent être
2_cri_1964-1965-ordinaire1_021.txt;1964;4000;migrants;et social des terri- toires et départements d'outre-mer un fonds de rattrapage, commé la commission des finances l'a préconisé. Au titre IV, le crédit supplémentaire le plus important concerne le développement de la politique de migration. En 1964, 4.000 migrants se sont installés en métropole. De plus en plus, ce sont des familles qui émigrent et il faut signaler que le département de la Réunion, qui paraissait réticent, se situe depuis quelques mois au même niveau que le département des Antil
2_cri_1964-1965-ordinaire1_021.txt;1964;4000;migrants;3 prévoyait l'implantation en métropole de 2.000 migrants. Le programme des migrations prévu a été largement réalisé au cours de l 'année 1963 puisque 2.100 migrants sont effectivement arrivés sur le continent. Le programme prévu pour 1964 s'élève à 4.000 migrants et 2.000 sont effectivement venus en métropole au cours du premier semestre de cette année. Le programme des migrations prévu pour 1965 est de 8 .000 migrants, chiffre rendu nécessaire, selon la réponse de M. le ministre Jacquinot, par
4_cri_1970-1971-ordinaire1_060.txt;1970;4000;habitants;onsieur le ministre, de revoir cette question urgente. Cet exemple n'est malheureusement pas isolé. Je citerai encore Fécamp, où, depuis plusieurs années, 2.000 emplois ont dis- paru à cause de la concentration, alors que la population a augmenté de 4.000 habitants, ce qui oblige certains à faire 80 à 90 kilomètres par jour pour se rendre à leur travail. Ajoutez à cela que les statistiques montrent que le chômage de plus grande durée se trouve chez . les travailleurs de 60 ans. Les entreprises s
4_qst_4-qst-1969-02-15.txt;1969;4000;personnes;bassin de la Loire, pour des raisons fondamentales, et selon un programme soigneusement établi, il s 'oppose à une opération de reconversion accélérée dont il serait la première victime . Il ne peut donner son accord à une opération qui atteindrait 4.000 personnes en 1973, alors que des problèmes se posent pour en reclasser 2.500 en 1975. .II est dangereux pour' la région stéphanoise que soit réduit à néant, par excès de précipitation, l 'effort accompli par la direction générale des houillères
6_cri_1979-1980-ordinaire1_032.txt;1979;4000;habitants;en péril les zones qu'on prétend vouloir développer. S'agissant de l'activité des gares de marchandises, le charge- ment et le déchargement de colis est interdit dans des gares dont l'activité est pourtant essentielle à la vie de communes de 2000 à 4000 habitants . La chasse au a gaspi r est officielle- ment ouverte, mais tes colis transitent par des gares principales, quitte à revenir quelques kilomètres en arrière, sur le quai de la gare traversée par le train. Pouvez-vous vous engager à ne p
7_cri_1983-1984-ordinaire2_008.txt;1983;4000;Réunionnais;ipe d 'une politique qui, par la venue régulière de volontaires réunionnais et réunionnaises en métropole, permettra de rétablir un équilibre social dangereusement menacé . s Or, depuis la fin de l'année 1982, l'arrêt est quasi total. Là où 3 000 ou 4 000 Réunionnais, naguère 4 500, 5 00C, venaient chaque année, le chiffre officiel indique tout juste une centaine. A cette chute délibérée, il y a trois raisons. La première est d'ordre statistique : le nombre de chômeurs dans les départements d'ou
2_qst_2-qst-1964-09-12.txt;1964;3500;habitants;e de la collectivité qu 'ils représentent. 10696. — 12 septembre 1964. — M. Bord attire l'attention de M. le ministre de l'intérieur sur l'arrêté du 3 novembre 1958, qui donne la définition de l'emploi d 'agent principal dans les communes de plus de 3.500 habitants. D 'après l 'arrêté, l'agent principal est un «agent d'exécution exerçant en principe les fonctions d'encadre- ment des agents d 'administraticn et agents de bureau» . D 'autre part, aux termes de l'arrêté du 5 novembre 1959, un emplo
